url,page_type,family,chord_name,observation_status,best_observed_query,best_observed_query_volume,best_query_kd,intent_fit,piano_intent_status,serp_status,product_value,index_decision,query_row_count,positive_query_count,zero_query_count,empty_query_count,user_reported_count,notes
/chords/e-diminished,detail,Diminished,E Diminished,OBSERVED_100_PLUS,e diminished chord,1300,8,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-7,detail,Dominant 7,E♭ Dominant Seventh,OBSERVED_100_PLUS,eb7 chord,390,7,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-add9,detail,Add9,E-flat add9,OBSERVED_1_TO_99,ebadd9 chord,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,2,0,1,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-augmented,detail,Augmented,E♭ Augmented,OBSERVED_1_TO_99,e flat augmented chord,70,2,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,3,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-diminished,detail,Diminished,E♭ Diminished,OBSERVED_100_PLUS,e flat diminished chord,390,6,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-m7,detail,Minor 7,E♭ Minor Seventh,OBSERVED_100_PLUS,ebm7 chord,140,5,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-m7-flat5,detail,Half-diminished 7,E♭ Half-Diminished Seventh,OBSERVED_1_TO_99,ebm7b5,20,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,4,2,2,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-madd9,detail,Minor Add9,E-flat minor add9,OBSERVED_1_TO_99,ebmadd9,20,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,5,1,0,1,2,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-maj7,detail,Major 7,E♭ Major Seventh,OBSERVED_100_PLUS,ebmaj7 chord,170,13,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-major,detail,Major,E-flat Major,OBSERVED_100_PLUS,e flat major chord,1900,20,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-minor,detail,Minor,E-flat Minor,OBSERVED_100_PLUS,e flat minor chord,590,13,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-sus2,detail,Sus2,E♭ Suspended 2nd,OBSERVED_1_TO_99,ebsus2,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,4,3,1,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-flat-sus4,detail,Sus4,E♭ Suspended 4th,OBSERVED_1_TO_99,ebsus4,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,4,3,0,1,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-m7,detail,Minor 7,E Minor Seventh,OBSERVED_100_PLUS,em7 chord,3600,12,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-m7-flat5,detail,Half-diminished 7,E Half-Diminished Seventh,OBSERVED_1_TO_99,e half diminished chord,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,3,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-madd9,detail,Minor Add9,E minor add9,OBSERVED_1_TO_99,emadd9 chord,20,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,1,0,1,1,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-maj7,detail,Major 7,E Major Seventh,OBSERVED_100_PLUS,emaj7 chord,320,10,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-minor,detail,Minor,E Minor,OBSERVED_100_PLUS,e minor chord,12100,22,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-sus2,detail,Sus2,E Suspended 2nd,OBSERVED_1_TO_99,esus2 chord,90,5,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-sus4,detail,Sus4,E Suspended 4th,OBSERVED_100_PLUS,esus4 chord,210,11,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-7,detail,Dominant 7,F Dominant Seventh,OBSERVED_100_PLUS,f7 chord,2400,13,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-add9,detail,Add9,F add9,OBSERVED_100_PLUS,fadd9 chord,320,10,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-augmented,detail,Augmented,F Augmented,OBSERVED_100_PLUS,f augmented chord,260,6,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-diminished,detail,Diminished,F Diminished,OBSERVED_100_PLUS,f diminished chord,590,7,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-m7,detail,Minor 7,F Minor Seventh,OBSERVED_100_PLUS,fm7 chord,880,15,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-m7-flat5,detail,Half-diminished 7,F Half-Diminished Seventh,OBSERVED_1_TO_99,f half diminished chord,20,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,2,1,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-madd9,detail,Minor Add9,F minor add9,OBSERVED_1_TO_99,fm(add9) piano,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,5,3,0,1,1,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-maj7,detail,Major 7,F Major Seventh,OBSERVED_100_PLUS,fmaj7 chord,1000,17,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-major,detail,Major,F Major,OBSERVED_100_PLUS,f major chord,4400,25,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-minor,detail,Minor,F Minor,OBSERVED_100_PLUS,f minor chord,6600,17,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-7,detail,Dominant 7,F♯ Dominant Seventh,OBSERVED_100_PLUS,f#7 chord,590,8,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-add9,detail,Add9,F-sharp add9,OBSERVED_1_TO_99,f#add9 piano,40,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,4,1,2,0,1,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-augmented,detail,Augmented,F♯ Augmented,OBSERVED_1_TO_99,f sharp augmented chord,20,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-diminished,detail,Diminished,F♯ Diminished,OBSERVED_100_PLUS,f sharp diminished chord,590,6,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-m7,detail,Minor 7,F♯ Minor Seventh,OBSERVED_100_PLUS,f#m7 chord,260,7,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-m7-flat5,detail,Half-diminished 7,F♯ Half-Diminished Seventh,OBSERVED_1_TO_99,f sharp half diminished chord,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,3,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-madd9,detail,Minor Add9,F-sharp minor add9,ZERO_OBSERVED_ONLY,f sharp minor add9 chord,0,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,5,0,4,0,1,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-maj7,detail,Major 7,F♯ Major Seventh,OBSERVED_1_TO_99,f sharp major 7 chord,90,5,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,4,2,2,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-major,detail,Major,F-sharp Major,OBSERVED_100_PLUS,f sharp major chord,880,15,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-minor,detail,Minor,F-sharp Minor,OBSERVED_100_PLUS,f sharp minor chord,3600,14,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-sus2,detail,Sus2,F♯ Suspended 2nd,OBSERVED_1_TO_99,f#sus2,10,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,1,1,0,1,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sharp-sus4,detail,Sus4,F♯ Suspended 4th,OBSERVED_1_TO_99,f#sus4 chord,10,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,2,0,1,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sus2,detail,Sus2,F Suspended 2nd,OBSERVED_100_PLUS,fsus2 chord,170,6,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/f-sus4,detail,Sus4,F Suspended 4th,OBSERVED_1_TO_99,fsus4 chord,20,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-7,detail,Dominant 7,G Dominant Seventh,OBSERVED_100_PLUS,g7 chord,8100,22,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-add9,detail,Add9,G add9,OBSERVED_100_PLUS,gadd9 chord,170,6,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-augmented,detail,Augmented,G Augmented,OBSERVED_100_PLUS,g augmented chord,390,6,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-diminished,detail,Diminished,G Diminished,OBSERVED_100_PLUS,g diminished chord,720,7,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-m7,detail,Minor 7,G Minor Seventh,OBSERVED_100_PLUS,gm7 chord,1300,16,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-m7-flat5,detail,Half-diminished 7,G Half-Diminished Seventh,OBSERVED_1_TO_99,g half diminished chord,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,3,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-madd9,detail,Minor Add9,G minor add9,OBSERVED_1_TO_99,gm(add9) piano,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,5,3,0,1,1,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-maj7,detail,Major 7,G Major Seventh,OBSERVED_100_PLUS,gmaj7 chord,1000,13,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-major,detail,Major,G Major,OBSERVED_100_PLUS,g major chord,5400,28,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-minor,detail,Minor,G Minor,OBSERVED_100_PLUS,g minor chord,12100,19,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-sharp-minor,detail,Minor,G-sharp Minor,OBSERVED_100_PLUS,g sharp minor chord,590,15,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-sus2,detail,Sus2,G Suspended 2nd,OBSERVED_100_PLUS,gsus2 chord,170,10,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/g-sus4,detail,Sus4,G Suspended 4th,OBSERVED_100_PLUS,gsus4 chord,590,16,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/seventh,family,Seventh,Seventh Piano Chords,OBSERVED_100_PLUS,7th chords,1900,37,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
