url,page_type,family,name,root_spelling,pitch_class,in_138_cohort,original_url_mapping,origin_group,source_basis,observation_status,best_query,best_volume,piano_query,piano_volume,intent_fit,index_action
/chords/e-flat-sus2,Detail,Sus2,E♭ Suspended 2nd,Eb,3,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,ebsus2 chord,20,ebsus2 piano,20,UNCHECKED,NO_CHANGE_APPROVED
/chords/e-flat-sus4,Detail,Sus4,E♭ Suspended 4th,Eb,3,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,ebsus4 chord,20,ebsus4 piano,20,UNCHECKED,NO_CHANGE_APPROVED
/chords/e-m7,Detail,Minor 7,E Minor Seventh,E,4,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,em7 chord,3600,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/e-m7-flat5,Detail,Half-diminished 7,E Half-Diminished Seventh,E,4,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,em7b5 chord,20,e minor 7 flat 5 piano,20,UNCHECKED,NO_CHANGE_APPROVED
/chords/e-madd9,Detail,Minor Add9,E minor add9,E,4,True,False,Add 产品补全：2类型×12根音；N2D关联来自历史记录，commit待核,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,emadd9 chord,20,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/e-maj7,Detail,Major 7,E Major Seventh,E,4,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,emaj7 chord,320,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/e-major,Detail,Major,E major,E,4,False,True,早期 Major/Minor 产品库（本轮未定位逐URL首增commit）,当前CSV+用户Cursor报告；不是直接读取Git工作树,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/e-minor,Detail,Minor,E Minor,E,4,True,False,早期 Major/Minor 产品库（本轮未定位逐URL首增commit）,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,e minor chord,12100,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/e-sus2,Detail,Sus2,E Suspended 2nd,E,4,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,esus2 chord,90,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/e-sus4,Detail,Sus4,E Suspended 4th,E,4,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,esus4 chord,210,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-7,Detail,Dominant 7,F Dominant Seventh,F,5,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,f7 chord,2400,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-add9,Detail,Add9,F add9,F,5,True,False,Add 产品补全：2类型×12根音；N2D关联来自历史记录，commit待核,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,fadd9 chord,320,fadd9 piano,110,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-augmented,Detail,Augmented,F Augmented,F,5,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,f augmented chord,260,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-diminished,Detail,Diminished,F Diminished,F,5,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,f diminished chord,590,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-m7,Detail,Minor 7,F Minor Seventh,F,5,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,fm7 chord,880,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-m7-flat5,Detail,Half-diminished 7,F Half-Diminished Seventh,F,5,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,fm7b5 chord,20,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-madd9,Detail,Minor Add9,F minor add9,F,5,True,False,Add 产品补全：2类型×12根音；N2D关联来自历史记录，commit待核,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,fm(add9) piano,20,fm(add9) piano,20,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-maj7,Detail,Major 7,F Major Seventh,F,5,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,fmaj7 chord,1000,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-major,Detail,Major,F Major,F,5,True,False,早期 Major/Minor 产品库（本轮未定位逐URL首增commit）,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,f major chord,4400,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-minor,Detail,Minor,F Minor,F,5,True,False,早期 Major/Minor 产品库（本轮未定位逐URL首增commit）,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,f minor chord,6600,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-7,Detail,Dominant 7,F♯ Dominant Seventh,F#,6,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,f#7 chord,590,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-add9,Detail,Add9,F-sharp add9,F#,6,True,False,Add 产品补全：2类型×12根音；N2D关联来自历史记录，commit待核,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,f#add9 piano,40,f#add9 piano,40,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-augmented,Detail,Augmented,F♯ Augmented,F#,6,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,f sharp augmented chord,20,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-diminished,Detail,Diminished,F♯ Diminished,F#,6,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,f sharp diminished chord,590,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-m7,Detail,Minor 7,F♯ Minor Seventh,F#,6,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,f#m7 chord,260,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-m7-flat5,Detail,Half-diminished 7,F♯ Half-Diminished Seventh,F#,6,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,f sharp half diminished chord,20,f sharp minor 7 flat 5 piano,20,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-madd9,Detail,Minor Add9,F-sharp minor add9,F#,6,True,False,Add 产品补全：2类型×12根音；N2D关联来自历史记录，commit待核,当前CSV+用户Cursor报告；不是直接读取Git工作树,ZERO_OBSERVED_ONLY,f sharp minor add9 chord,0,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-maj7,Detail,Major 7,F♯ Major Seventh,F#,6,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,f sharp major 7 chord,90,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-major,Detail,Major,F-sharp Major,F#,6,True,False,早期 Major/Minor 产品库（本轮未定位逐URL首增commit）,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,f sharp major chord,880,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-minor,Detail,Minor,F-sharp Minor,F#,6,True,False,早期 Major/Minor 产品库（本轮未定位逐URL首增commit）,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,f sharp minor chord,3600,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-sus2,Detail,Sus2,F♯ Suspended 2nd,F#,6,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,f#sus2,10,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sharp-sus4,Detail,Sus4,F♯ Suspended 4th,F#,6,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,f#sus4 chord,10,f#sus4 piano,10,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sus2,Detail,Sus2,F Suspended 2nd,F,5,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,fsus2 chord,170,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/f-sus4,Detail,Sus4,F Suspended 4th,F,5,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,fsus4 chord,20,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-7,Detail,Dominant 7,G Dominant Seventh,G,7,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,g7 chord,8100,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-add9,Detail,Add9,G add9,G,7,True,False,Add 产品补全：2类型×12根音；N2D关联来自历史记录，commit待核,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,gadd9 chord,170,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-augmented,Detail,Augmented,G Augmented,G,7,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,g augmented chord,390,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-diminished,Detail,Diminished,G Diminished,G,7,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,g diminished chord,720,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-m7,Detail,Minor 7,G Minor Seventh,G,7,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,gm7 chord,1300,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-m7-flat5,Detail,Half-diminished 7,G Half-Diminished Seventh,G,7,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,gm7b5 chord,20,g minor 7 flat 5 piano,20,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-madd9,Detail,Minor Add9,G minor add9,G,7,True,False,Add 产品补全：2类型×12根音；N2D关联来自历史记录，commit待核,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_1_TO_99,gm(add9) piano,20,gm(add9) piano,20,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-maj7,Detail,Major 7,G Major Seventh,G,7,True,False,N2C：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,gmaj7 chord,1000,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-major,Detail,Major,G Major,G,7,True,True,早期 Major/Minor 产品库（本轮未定位逐URL首增commit）,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,g major chord,5400,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-minor,Detail,Minor,G Minor,G,7,True,False,早期 Major/Minor 产品库（本轮未定位逐URL首增commit）,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,g minor chord,12100,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-sharp-minor,Detail,Minor,G-sharp Minor,G#,8,True,False,早期 Major/Minor 产品库（本轮未定位逐URL首增commit）,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,g sharp minor chord,590,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-sus2,Detail,Sus2,G Suspended 2nd,G,7,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,gsus2 chord,170,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/g-sus4,Detail,Sus4,G Suspended 4th,G,7,True,False,N2B：4类型×12根音；有旧完成报告,当前CSV+用户Cursor报告；不是直接读取Git工作树,OBSERVED_100_PLUS,gsus4 chord,590,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/major,Family,Major,Major chords,,,False,,早期 Major/Minor 产品库（本轮未定位逐URL首增commit）,用户最新Cursor报告；Family数据不可冒充全体Detail数据,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/minor,Family,Minor,Minor chords,,,False,,早期 Major/Minor 产品库（本轮未定位逐URL首增commit）,用户最新Cursor报告；Family数据不可冒充全体Detail数据,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/seventh,Family,Seventh,Seventh chords,,,True,,结构/聚合页；不是新的独立和弦详情,用户最新Cursor报告；Family数据不可冒充全体Detail数据,OBSERVED_100_PLUS,7th chords,1900,7th chords piano,390,UNCHECKED,NO_CHANGE_APPROVED
/chords/diminished,Family,Diminished,Diminished chords,,,False,,N2B：4类型×12根音；有旧完成报告,用户最新Cursor报告；Family数据不可冒充全体Detail数据,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/augmented,Family,Augmented,Augmented chords,,,False,,N2B：4类型×12根音；有旧完成报告,用户最新Cursor报告；Family数据不可冒充全体Detail数据,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/suspended,Family,Suspended,Suspended chords,,,False,,结构/聚合页；不是新的独立和弦详情,用户最新Cursor报告；Family数据不可冒充全体Detail数据,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/add,Family,Add,Add chords,,,False,,结构/聚合页；不是新的独立和弦详情,用户最新Cursor报告；Family数据不可冒充全体Detail数据,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/extended,Family,Extended,Extended chords,,,False,,结构/聚合页；不是新的独立和弦详情,用户最新Cursor报告；Family数据不可冒充全体Detail数据,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/altered,Family,Altered,Altered chords,,,False,,结构/聚合页；不是新的独立和弦详情,用户最新Cursor报告；Family数据不可冒充全体Detail数据,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chords,Structure,Hub,Hub,,,False,,结构/聚合页；不是新的独立和弦详情,用户最新Cursor报告；本次158口径包含/chord-progressions,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/finder,Structure,Finder,Finder,,,False,,结构/聚合页；不是新的独立和弦详情,用户最新Cursor报告；本次158口径包含/chord-progressions,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chords/by-key,Structure,By-key,By-key,,,False,,结构/聚合页；不是新的独立和弦详情,用户最新Cursor报告；本次158口径包含/chord-progressions,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
/chord-progressions,Structure,Progressions,Progressions,,,False,,结构/聚合页；不是新的独立和弦详情,用户最新Cursor报告；本次158口径包含/chord-progressions,OUTSIDE_138_COHORT,,,,,UNCHECKED,NO_CHANGE_APPROVED
