url,chord_id,family,formal_name,symbol,current_title,current_h1,current_description,current_intro,metadata_source,h1_source,upstream_protected,generic_query,generic_volume,piano_query,piano_volume,query_source,query_date,related_piano_queries,intent_fit,issue_type,suggested_title,suggested_h1,suggested_description,suggested_intro,breadcrumb_current,family_card_current,current_theory,current_fingering_reason,suggested_keyboard_h2,suggested_formula_h2,suggested_inversions_h2,suggested_practice_h2,suggested_faq_q,suggested_faq_a,suggested_keyboard_help,suggested_fingering,reason,execution_state,applied,article_case_bug,engineering_fingering_copy,in_seed_72,pdf_exists,sound,fingering_verified
/chords/d-flat-sus4,d-flat-sus4,sus4,D♭ Suspended 4th,D♭sus4,"D♭sus4 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",D♭sus4 Chord,"Learn the D♭sus4 chord on piano: D♭, G♭ and A♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","D♭sus4, also called D♭ suspended fourth, contains D♭, G♭ and A♭. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,dbsus4,20,dbsus4 piano,20,c558ba69-a4e7-4194-9d7a-dbaf06ecc1e8.png,2026-09-18,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT,"D♭sus4 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",D♭sus4 Chord,"Learn the D♭sus4 chord on piano: D♭, G♭ and A♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","D♭sus4, also called D♭ suspended fourth, contains D♭, G♭ and A♭. Use the piano diagram to find the notes, hear the chord and explore its inversions.",D♭sus4 Chord,D♭sus4 Chord,The d♭ suspended 4th chord replaces the third with a perfect fourth.,No independent fingering dataset is authorized for N2B.,,,,,,,,,Same chordId/symbol. Short label D♭sus4 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=D♭sus4 Chord.,APPLIED_LOCAL,true,false,false,true,true,true,false
/chords/d-m7,d-m7,minor7,D Minor Seventh,Dm7,"Dm7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Dm7 Chord,"Learn the Dm7 chord on piano: D, F, A and C. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Dm7, also called D minor seventh, contains D, F, A and C. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,dm7 chord,3600,,,01c176a1-3f22-4499-84e8-03abc737972e.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ARTICLE_CASE|COPY_ENGINEERING_FINGERING,"Dm7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Dm7 Chord,"Learn the Dm7 chord on piano: D, F, A and C. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Dm7, also called D minor seventh, contains D, F, A and C. Use the piano diagram to find the notes, hear the chord and explore its inversions.",Dm7 Chord,Dm7 Chord,A d minor seventh is a minor triad plus a minor seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label Dm7 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=Dm7 Chord.,APPLIED_LOCAL,true,true,true,true,true,true,false
/chords/d-m7-flat5,d-m7-flat5,halfDiminished7,D Half-Diminished Seventh,Dm7♭5,"D Half-Diminished Chord (Dm7♭5): Piano Notes, Inversions, Sound & PDF",D Half-Diminished Chord (Dm7♭5),"Learn the D Half-Diminished Chord (Dm7♭5) on piano: D, F, A♭ and C. See keyboard diagrams, explore inversions and hear the chord.","D Half-Diminished Chord (Dm7♭5) contains D, F, A♭ and C. The compact symbol Dm7♭5 names the same chord. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,d half diminished chord,110,,,83ae1cc2-860b-4772-b640-4d2f8caab6c8.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ENGINEERING_FINGERING,"D Half-Diminished Chord (Dm7♭5): Piano Notes, Inversions, Sound & PDF",D Half-Diminished Chord (Dm7♭5),"Learn the D Half-Diminished Chord (Dm7♭5) on piano: D, F, A♭ and C. See keyboard diagrams, explore inversions and hear the chord.","D Half-Diminished Chord (Dm7♭5) contains D, F, A♭ and C. The compact symbol Dm7♭5 names the same chord. Use the piano diagram to find the notes, hear the chord and explore its inversions.",D Half-Diminished Chord (Dm7♭5),D Half-Diminished Chord (Dm7♭5),A d half-diminished seventh is a diminished triad plus a minor seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label D Half-Diminished Chord (Dm7♭5) applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=D Half-Diminished Chord (Dm7♭5).,APPLIED_LOCAL,true,false,true,true,true,true,false
/chords/d-madd9,d-madd9,minorAdd9,D minor add9,Dm(add9),"Dm(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",Dm(add9) Piano Chord,"Find Dm(add9) notes (D, F, A, E), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.","Dm(add9) contains D, F, A, E. Use 1–♭3–5–9 and do not add a seventh.",local production HTML,local production HTML h1,false,dmadd9 chord,20,dm(add9) piano,20,7dfad5a6-183f-471c-8402-b0b4cef71285.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,D minor add9,D minor add9,"Use D, F, A, E. The formula is 1–♭3–5–9. Keep the F third: removing it changes the note collection to a suspended shape. The list above names the chord members. For a specific register, read the octave numbers on the selected example below. Start with D3 – F3 – A3 – E4. Then switch to D3 – E3 – F3 – A3. The E moves down one octave while the other three notes stay in place. Both examples keep D as the lowest note. This comparison changes spacing, not the bass. It is a pair of reference examples, not a complete inversion catalogue. Here, the higher layout is labelled Dm(add9); the inside-the-triad layout is shown with the Dm(add2) notation hint. This follows the textbook illustration, not a claim that every player uses the labels identically. Musicca also lists add2 as an alternative add9 label. For an exact arrangement, use the written pitches or score. For a note-identification exercise, separate the chord members from their octaves. This page's complete added-note examples include the third and no seventh. A ninth-chord formula includes a seventh; a sus2 collection omits the third. Compare the note lists, not just the number 9 in a symbol. Read D, F, A, E as four chord members. The E is the added member; it is not a finger number or a new key signature. Octave numbers such as C4 locate a register. They are separate from scale degrees and finger numbers. First choose the four note names in Dm(add9), in any octave. Next select Match this example and reproduce the specific notes displayed. Correct chord tones in different octaves should receive a spacing hint, not a message that the chord itself is wrong. These browser exercises check your selection on this page, not a performance on an acoustic piano. Fingerings are not supplied; the diagrams are not a prescribed one-hand stretch. The reference brings together the formula, both keyboard layouts and their octave labels. Use it beside your keyboard when comparing the two examples.",,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/d-maj7,d-maj7,major7,D Major Seventh,Dmaj7,"Dmaj7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Dmaj7 Chord,"Learn the Dmaj7 chord on piano: D, F♯, A and C♯. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Dmaj7, also called D major seventh, contains D, F♯, A and C♯. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,dmaj7 chord,720,,,b52715f1-e57e-416e-be83-077fcec17be6.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ARTICLE_CASE|COPY_ENGINEERING_FINGERING,"Dmaj7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Dmaj7 Chord,"Learn the Dmaj7 chord on piano: D, F♯, A and C♯. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Dmaj7, also called D major seventh, contains D, F♯, A and C♯. Use the piano diagram to find the notes, hear the chord and explore its inversions.",Dmaj7 Chord,Dmaj7 Chord,A d major seventh is a major triad plus a major seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label Dmaj7 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=Dmaj7 Chord.,APPLIED_LOCAL,true,true,true,true,true,true,false
/chords/d-major,d-major,major,D Major,D,"D Major Piano Chord (D): Notes, Inversions & PDF | PianoGrid",D Major Piano Chord,"Find the D major chord on piano: D, F♯, A. See keyboard positions, compare three inversions, hear the notes and print a reference.","The D Major chord contains D, F♯, A. Its formula is 1–3–5.",local production HTML,local production HTML h1,false,d major chord,4400,,,01c176a1-3f22-4499-84e8-03abc737972e.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,D Major,D Major,,,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/d-minor,d-minor,minor,D Minor,Dm,"D Minor Chord – Piano Notes, Fingering & Inversions | PianoGrid",D Minor Chord,"Learn the D minor chord on piano, including the notes D–F–A, fingering, keyboard positions, root position, and inversions.","The D Minor chord contains D, F, A. Its formula is 1–♭3–5.",local production HTML + seo-editorial.ts,local production HTML h1,true,d minor chord,12100,d minor chord piano,4400,c45756ea-7b7c-4586-a97c-6d2dc1340942.png,2026-09-17,,UNCHECKED,UPSTREAM_PROTECTED,,,,,D Minor Chord,D Minor Chord,,,,,,,,,,,Approved eight-page TDH from 5fa6cb6 is integrated and kept. Task 11 did not overwrite these fields.,UPSTREAM_PROTECTED,false,false,false,false,true,true,false
/chords/d-sus2,d-sus2,sus2,D Suspended 2nd,Dsus2,"Dsus2 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Dsus2 Chord,"Learn the Dsus2 chord on piano: D, E and A. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Dsus2, also called D suspended second, contains D, E and A. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,dsus2 chord,390,,,a60b623a-fe4d-4ce9-b831-ad52fbc1aa2e.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT,"Dsus2 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Dsus2 Chord,"Learn the Dsus2 chord on piano: D, E and A. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Dsus2, also called D suspended second, contains D, E and A. Use the piano diagram to find the notes, hear the chord and explore its inversions.",Dsus2 Chord,Dsus2 Chord,The d suspended 2nd chord replaces the third with a major second.,No independent fingering dataset is authorized for N2B.,,,,,,,,,Same chordId/symbol. Short label Dsus2 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=Dsus2 Chord.,APPLIED_LOCAL,true,false,false,true,true,true,false
/chords/d-sus4,d-sus4,sus4,D Suspended 4th,Dsus4,"Dsus4 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Dsus4 Chord,"Learn the Dsus4 chord on piano: D, G and A. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Dsus4, also called D suspended fourth, contains D, G and A. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,dsus4 chord,390,,,a60b623a-fe4d-4ce9-b831-ad52fbc1aa2e.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT,"Dsus4 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Dsus4 Chord,"Learn the Dsus4 chord on piano: D, G and A. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Dsus4, also called D suspended fourth, contains D, G and A. Use the piano diagram to find the notes, hear the chord and explore its inversions.",Dsus4 Chord,Dsus4 Chord,The d suspended 4th chord replaces the third with a perfect fourth.,No independent fingering dataset is authorized for N2B.,,,,,,,,,Same chordId/symbol. Short label Dsus4 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=Dsus4 Chord.,APPLIED_LOCAL,true,false,false,true,true,true,false
/chords/e-7,e-7,dominant7,E Dominant Seventh,E7,"E7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",E7 Chord,"Learn the E7 chord on piano: E, G♯, B and D. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","E7, also called E dominant seventh, contains E, G♯, B and D. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,e7 chord,6600,,,c45756ea-7b7c-4586-a97c-6d2dc1340942.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ARTICLE_CASE|COPY_ENGINEERING_FINGERING,"E7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",E7 Chord,"Learn the E7 chord on piano: E, G♯, B and D. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","E7, also called E dominant seventh, contains E, G♯, B and D. Use the piano diagram to find the notes, hear the chord and explore its inversions.",E7 Chord,E7 Chord,A e dominant seventh is a major triad plus a minor seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label E7 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=E7 Chord.,APPLIED_LOCAL,true,true,true,true,true,true,false
/chords/e-add9,e-add9,add9,E add9,Eadd9,"Eadd9 Piano Chord: Notes, Voicings & Practice | PianoGrid",Eadd9 Piano Chord,"Find Eadd9 notes (E, G♯, B, F♯), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.","Eadd9 contains E, G♯, B, F♯. Use 1–3–5–9 and do not add a seventh.",local production HTML,local production HTML h1,false,eadd9 chord,30,,,9647961e-4ab8-4675-bb14-e10b51c8982c.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,E add9,E add9,"Use E, G♯, B, F♯. The formula is 1–3–5–9. Keep the G♯ third: removing it changes the note collection to a suspended shape. The list above names the chord members. For a specific register, read the octave numbers on the selected example below. Start with E3 – G♯3 – B3 – F♯4. Then switch to E3 – F♯3 – G♯3 – B3. The F♯ moves down one octave while the other three notes stay in place. Both examples keep E as the lowest note. This comparison changes spacing, not the bass. It is a pair of reference examples, not a complete inversion catalogue. Here, the higher layout is labelled Eadd9; the inside-the-triad layout is shown with the Eadd2 notation hint. This follows the textbook illustration, not a claim that every player uses the labels identically. Musicca also lists add2 as an alternative add9 label. For an exact arrangement, use the written pitches or score. For a note-identification exercise, separate the chord members from their octaves. This page's complete added-note examples include the third and no seventh. A ninth-chord formula includes a seventh; a sus2 collection omits the third. Compare the note lists, not just the number 9 in a symbol. Read E, G♯, B, F♯ as four chord members. The F♯ is the added member; it is not a finger number or a new key signature. Octave numbers such as C4 locate a register. They are separate from scale degrees and finger numbers. First choose the four note names in Eadd9, in any octave. Next select Match this example and reproduce the specific notes displayed. Correct chord tones in different octaves should receive a spacing hint, not a message that the chord itself is wrong. These browser exercises check your selection on this page, not a performance on an acoustic piano. Fingerings are not supplied; the diagrams are not a prescribed one-hand stretch. The reference brings together the formula, both keyboard layouts and their octave labels. Use it beside your keyboard when comparing the two examples.",,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/e-augmented,e-augmented,augmented,E Augmented,Eaug,E Augmented Piano Chord (Eaug): Notes & Inversions | PianoGrid,E Augmented Piano Chord,"Find the E augmented chord on piano: E, G♯, B♯. See three keyboard positions, sound and a printable reference.","The E Augmented chord contains E, G♯, B♯. Formula: 1–3–♯5.",local production HTML,local production HTML h1,false,e augmented chord,320,,,a60b623a-fe4d-4ce9-b831-ad52fbc1aa2e.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,E Augmented,E Augmented,"The e augmented triad uses a root, major third and augmented fifth.",No independent fingering dataset is authorized for N2B.,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/e-diminished,e-diminished,diminished,E Diminished,Edim,E Diminished Piano Chord (Edim): Notes & Inversions | PianoGrid,E Diminished Piano Chord,"Find the E diminished chord on piano: E, G, B♭. See three keyboard positions, sound and a printable reference.","The E Diminished chord contains E, G, B♭. Formula: 1–♭3–♭5.",local production HTML,local production HTML h1,false,e diminished chord,1300,,,0d26efa8-bf8c-4209-bd71-cad9933ce78c.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,E Diminished,E Diminished,"The e diminished triad uses a root, minor third and diminished fifth.",No independent fingering dataset is authorized for N2B.,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/e-flat-7,e-flat-7,dominant7,E♭ Dominant Seventh,E♭7,"E♭7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",E♭7 Chord,"Learn the E♭7 chord on piano: E♭, G, B♭ and D♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","E♭7, also called E♭ dominant seventh, contains E♭, G, B♭ and D♭. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,eb7 chord,390,,,b52715f1-e57e-416e-be83-077fcec17be6.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ENGINEERING_FINGERING,"E♭7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",E♭7 Chord,"Learn the E♭7 chord on piano: E♭, G, B♭ and D♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","E♭7, also called E♭ dominant seventh, contains E♭, G, B♭ and D♭. Use the piano diagram to find the notes, hear the chord and explore its inversions.",E♭7 Chord,E♭7 Chord,A e♭ dominant seventh is a major triad plus a minor seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label E♭7 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=E♭7 Chord.,APPLIED_LOCAL,true,false,true,true,true,true,false
/chords/e-flat-add9,e-flat-add9,add9,E-flat add9,E♭add9,"E♭add9 Piano Chord: Notes, Voicings & Practice | PianoGrid",E♭add9 Piano Chord,"Find E♭add9 notes (E♭, G, B♭, F), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.","E♭add9 contains E♭, G, B♭, F. Use 1–3–5–9 and do not add a seventh.",local production HTML,local production HTML h1,false,ebadd9 chord,20,ebadd9 piano,20,c884c0fa-0b7d-448d-8b50-40f1d4bcb882.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,E-flat add9,E-flat add9,"Use E♭, G, B♭, F. The formula is 1–3–5–9. Keep the G third: removing it changes the note collection to a suspended shape. The list above names the chord members. For a specific register, read the octave numbers on the selected example below. Start with E♭3 – G3 – B♭3 – F4. Then switch to E♭3 – F3 – G3 – B♭3. The F moves down one octave while the other three notes stay in place. Both examples keep E♭ as the lowest note. This comparison changes spacing, not the bass. It is a pair of reference examples, not a complete inversion catalogue. Here, the higher layout is labelled E♭add9; the inside-the-triad layout is shown with the E♭add2 notation hint. This follows the textbook illustration, not a claim that every player uses the labels identically. Musicca also lists add2 as an alternative add9 label. For an exact arrangement, use the written pitches or score. For a note-identification exercise, separate the chord members from their octaves. This page's complete added-note examples include the third and no seventh. A ninth-chord formula includes a seventh; a sus2 collection omits the third. Compare the note lists, not just the number 9 in a symbol. Read E♭, G, B♭, F as four chord members. The F is the added member; it is not a finger number or a new key signature. Octave numbers such as C4 locate a register. They are separate from scale degrees and finger numbers. First choose the four note names in E♭add9, in any octave. Next select Match this example and reproduce the specific notes displayed. Correct chord tones in different octaves should receive a spacing hint, not a message that the chord itself is wrong. These browser exercises check your selection on this page, not a performance on an acoustic piano. Fingerings are not supplied; the diagrams are not a prescribed one-hand stretch. The reference brings together the formula, both keyboard layouts and their octave labels. Use it beside your keyboard when comparing the two examples.",,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/e-flat-augmented,e-flat-augmented,augmented,E♭ Augmented,E♭aug,E♭ Augmented Piano Chord (E♭aug): Notes & Inversions | PianoGrid,E♭ Augmented Piano Chord,"Find the e♭ augmented chord on piano: E♭, G, B. See three keyboard positions, sound and a printable reference.","The E♭ Augmented chord contains E♭, G, B. Formula: 1–3–♯5.",local production HTML,local production HTML h1,false,e flat augmented chord,70,ebaug piano,20,9647961e-4ab8-4675-bb14-e10b51c8982c.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,E♭ Augmented,E♭ Augmented,"The e♭ augmented triad uses a root, major third and augmented fifth.",No independent fingering dataset is authorized for N2B.,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/e-flat-diminished,e-flat-diminished,diminished,E♭ Diminished,E♭dim,E♭ Diminished Piano Chord (E♭dim): Notes & Inversions,E♭ Diminished Piano Chord,"Find the e♭ diminished chord on piano: E♭, G♭, B𝄫. See three keyboard positions, sound and a printable reference.","The E♭ Diminished chord contains E♭, G♭, B𝄫. Formula: 1–♭3–♭5.",local production HTML,local production HTML h1,false,e flat diminished chord,390,,,a60b623a-fe4d-4ce9-b831-ad52fbc1aa2e.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,E♭ Diminished,E♭ Diminished,"The e♭ diminished triad uses a root, minor third and diminished fifth.",No independent fingering dataset is authorized for N2B.,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/e-flat-m7,e-flat-m7,minor7,E♭ Minor Seventh,E♭m7,"E♭m7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",E♭m7 Chord,"Learn the E♭m7 chord on piano: E♭, G♭, B♭ and D♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","E♭m7, also called E♭ minor seventh, contains E♭, G♭, B♭ and D♭. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,ebm7 chord,140,,,6799485e-be24-41c3-98ca-f6ca2f2975a6.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ENGINEERING_FINGERING,"E♭m7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",E♭m7 Chord,"Learn the E♭m7 chord on piano: E♭, G♭, B♭ and D♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","E♭m7, also called E♭ minor seventh, contains E♭, G♭, B♭ and D♭. Use the piano diagram to find the notes, hear the chord and explore its inversions.",E♭m7 Chord,E♭m7 Chord,A e♭ minor seventh is a minor triad plus a minor seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label E♭m7 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=E♭m7 Chord.,APPLIED_LOCAL,true,false,true,true,true,true,false
/chords/e-flat-m7-flat5,e-flat-m7-flat5,halfDiminished7,E♭ Half-Diminished Seventh,E♭m7♭5,"E♭ Half-Diminished Chord (E♭m7♭5): Piano Notes, Inversions, Sound & PDF",E♭ Half-Diminished Chord (E♭m7♭5),"Learn the E♭ Half-Diminished Chord (E♭m7♭5) on piano: E♭, G♭, B𝄫 and D♭. See keyboard diagrams, explore inversions and hear the chord.","E♭ Half-Diminished Chord (E♭m7♭5) contains E♭, G♭, B𝄫 and D♭. The compact symbol E♭m7♭5 names the same chord. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,ebm7b5,20,,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,2026-09-18,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ENGINEERING_FINGERING,"E♭ Half-Diminished Chord (E♭m7♭5): Piano Notes, Inversions, Sound & PDF",E♭ Half-Diminished Chord (E♭m7♭5),"Learn the E♭ Half-Diminished Chord (E♭m7♭5) on piano: E♭, G♭, B𝄫 and D♭. See keyboard diagrams, explore inversions and hear the chord.","E♭ Half-Diminished Chord (E♭m7♭5) contains E♭, G♭, B𝄫 and D♭. The compact symbol E♭m7♭5 names the same chord. Use the piano diagram to find the notes, hear the chord and explore its inversions.",E♭ Half-Diminished Chord (E♭m7♭5),E♭ Half-Diminished Chord (E♭m7♭5),A e♭ half-diminished seventh is a diminished triad plus a minor seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label E♭ Half-Diminished Chord (E♭m7♭5) applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=E♭ Half-Diminished Chord (E♭m7♭5).,APPLIED_LOCAL,true,false,true,true,true,true,false
/chords/e-flat-madd9,e-flat-madd9,minorAdd9,E-flat minor add9,E♭m(add9),"E♭m(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",E♭m(add9) Piano Chord,"Find E♭m(add9) notes (E♭, G♭, B♭, F), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.","E♭m(add9) contains E♭, G♭, B♭, F. Use 1–♭3–5–9 and do not add a seventh.",local production HTML,local production HTML h1,false,ebmadd9,20,,,c558ba69-a4e7-4194-9d7a-dbaf06ecc1e8.png,2026-09-18,,UNCHECKED,ALREADY_CLEAR,,,,,E-flat minor add9,E-flat minor add9,"Use E♭, G♭, B♭, F. The formula is 1–♭3–5–9. Keep the G♭ third: removing it changes the note collection to a suspended shape. The list above names the chord members. For a specific register, read the octave numbers on the selected example below. Start with E♭3 – G♭3 – B♭3 – F4. Then switch to E♭3 – F3 – G♭3 – B♭3. The F moves down one octave while the other three notes stay in place. Both examples keep E♭ as the lowest note. This comparison changes spacing, not the bass. It is a pair of reference examples, not a complete inversion catalogue. Here, the higher layout is labelled E♭m(add9); the inside-the-triad layout is shown with the E♭m(add2) notation hint. This follows the textbook illustration, not a claim that every player uses the labels identically. Musicca also lists add2 as an alternative add9 label. For an exact arrangement, use the written pitches or score. For a note-identification exercise, separate the chord members from their octaves. This page's complete added-note examples include the third and no seventh. A ninth-chord formula includes a seventh; a sus2 collection omits the third. Compare the note lists, not just the number 9 in a symbol. Read E♭, G♭, B♭, F as four chord members. The F is the added member; it is not a finger number or a new key signature. Octave numbers such as C4 locate a register. They are separate from scale degrees and finger numbers. First choose the four note names in E♭m(add9), in any octave. Next select Match this example and reproduce the specific notes displayed. Correct chord tones in different octaves should receive a spacing hint, not a message that the chord itself is wrong. These browser exercises check your selection on this page, not a performance on an acoustic piano. Fingerings are not supplied; the diagrams are not a prescribed one-hand stretch. The reference brings together the formula, both keyboard layouts and their octave labels. Use it beside your keyboard when comparing the two examples.",,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
