url,page_type,family,subtype,root,display_name,current_title,current_h1,current_description,sitemap,indexable,canonical,original_plan_url,original_keyword,original_volume_us,keyword_source,current_target_keyword,current_volume_us,volume_status,generated_after_original_plan,visible_entry,entry_path,click_depth,recommendation,notes
/chords/b-flat-m7-flat5,detail,halfDiminished7,halfDiminished7,B♭,B♭ Half-Diminished Seventh,B♭ Half-Diminished Seventh Piano Chord (B♭m7♭5): Notes & Inversions,B♭ Half-Diminished Seventh Piano Chord,"Find the b♭ half-diminished seventh chord on piano: B♭, D♭, F♭, A♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/b-flat-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b♭ half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → B♭ Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/b-flat-maj7,detail,major7,major7,B♭,B♭ Major Seventh,B♭ Major Seventh Piano Chord (B♭maj7): Notes & Inversions,B♭ Major Seventh Piano Chord,"Find the b♭ major seventh chord on piano: B♭, D, F, A. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/b-flat-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b♭ major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → B♭ Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/b-m7,detail,minor7,minor7,B,B Minor Seventh,B Minor Seventh Piano Chord (Bm7): Notes & Inversions,B Minor Seventh Piano Chord,"Find the b minor seventh chord on piano: B, D, F♯, A. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/b-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → B Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/b-m7-flat5,detail,halfDiminished7,halfDiminished7,B,B Half-Diminished Seventh,B Half-Diminished Seventh Piano Chord (Bm7♭5): Notes & Inversions,B Half-Diminished Seventh Piano Chord,"Find the b half-diminished seventh chord on piano: B, D, F, A. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/b-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → B Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/b-maj7,detail,major7,major7,B,B Major Seventh,B Major Seventh Piano Chord (Bmaj7): Notes & Inversions,B Major Seventh Piano Chord,"Find the b major seventh chord on piano: B, D♯, F♯, A♯. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/b-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → B Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/c-7,detail,dominant7,dominant7,C,C Dominant Seventh,C Dominant Seventh Piano Chord (C7): Notes & Inversions,C Dominant Seventh Piano Chord,"Find the c dominant seventh chord on piano: C, E, G, B♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/c-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,c dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → C Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/c-m7,detail,minor7,minor7,C,C Minor Seventh,C Minor Seventh Piano Chord (Cm7): Notes & Inversions,C Minor Seventh Piano Chord,"Find the c minor seventh chord on piano: C, E♭, G, B♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/c-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,c minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → C Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/c-m7-flat5,detail,halfDiminished7,halfDiminished7,C,C Half-Diminished Seventh,C Half-Diminished Seventh Piano Chord (Cm7♭5): Notes & Inversions,C Half-Diminished Seventh Piano Chord,"Find the c half-diminished seventh chord on piano: C, E♭, G♭, B♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/c-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,c half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → C Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/c-maj7,detail,major7,major7,C,C Major Seventh,C Major Seventh Piano Chord (Cmaj7): Notes & Inversions,C Major Seventh Piano Chord,"Find the c major seventh chord on piano: C, E, G, B. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/c-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,c major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → C Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-7,detail,dominant7,dominant7,D,D Dominant Seventh,D Dominant Seventh Piano Chord (D7): Notes & Inversions,D Dominant Seventh Piano Chord,"Find the d dominant seventh chord on piano: D, F♯, A, C. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/d-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → D Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-flat-7,detail,dominant7,dominant7,D♭,D♭ Dominant Seventh,D♭ Dominant Seventh Piano Chord (D♭7): Notes & Inversions,D♭ Dominant Seventh Piano Chord,"Find the d♭ dominant seventh chord on piano: D♭, F, A♭, C♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/d-flat-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d♭ dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → D♭ Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-flat-m7,detail,minor7,minor7,D♭,D♭ Minor Seventh,D♭ Minor Seventh Piano Chord (D♭m7): Notes & Inversions,D♭ Minor Seventh Piano Chord,"Find the d♭ minor seventh chord on piano: D♭, F♭, A♭, C♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/d-flat-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d♭ minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → D♭ Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-flat-m7-flat5,detail,halfDiminished7,halfDiminished7,D♭,D♭ Half-Diminished Seventh,D♭ Half-Diminished Seventh Piano Chord (D♭m7♭5): Notes & Inversions,D♭ Half-Diminished Seventh Piano Chord,"Find the d♭ half-diminished seventh chord on piano: D♭, F♭, A𝄫, C♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/d-flat-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d♭ half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → D♭ Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-flat-maj7,detail,major7,major7,D♭,D♭ Major Seventh,D♭ Major Seventh Piano Chord (D♭maj7): Notes & Inversions,D♭ Major Seventh Piano Chord,"Find the d♭ major seventh chord on piano: D♭, F, A♭, C. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/d-flat-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d♭ major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → D♭ Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-m7,detail,minor7,minor7,D,D Minor Seventh,D Minor Seventh Piano Chord (Dm7): Notes & Inversions,D Minor Seventh Piano Chord,"Find the d minor seventh chord on piano: D, F, A, C. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/d-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → D Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-m7-flat5,detail,halfDiminished7,halfDiminished7,D,D Half-Diminished Seventh,D Half-Diminished Seventh Piano Chord (Dm7♭5): Notes & Inversions,D Half-Diminished Seventh Piano Chord,"Find the d half-diminished seventh chord on piano: D, F, A♭, C. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/d-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → D Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-maj7,detail,major7,major7,D,D Major Seventh,D Major Seventh Piano Chord (Dmaj7): Notes & Inversions,D Major Seventh Piano Chord,"Find the d major seventh chord on piano: D, F♯, A, C♯. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/d-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → D Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-7,detail,dominant7,dominant7,E,E Dominant Seventh,E Dominant Seventh Piano Chord (E7): Notes & Inversions,E Dominant Seventh Piano Chord,"Find the e dominant seventh chord on piano: E, G♯, B, D. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/e-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → E Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-flat-7,detail,dominant7,dominant7,E♭,E♭ Dominant Seventh,E♭ Dominant Seventh Piano Chord (E♭7): Notes & Inversions,E♭ Dominant Seventh Piano Chord,"Find the e♭ dominant seventh chord on piano: E♭, G, B♭, D♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/e-flat-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e♭ dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → E♭ Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-flat-m7,detail,minor7,minor7,E♭,E♭ Minor Seventh,E♭ Minor Seventh Piano Chord (E♭m7): Notes & Inversions,E♭ Minor Seventh Piano Chord,"Find the e♭ minor seventh chord on piano: E♭, G♭, B♭, D♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/e-flat-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e♭ minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → E♭ Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-flat-m7-flat5,detail,halfDiminished7,halfDiminished7,E♭,E♭ Half-Diminished Seventh,E♭ Half-Diminished Seventh Piano Chord (E♭m7♭5): Notes & Inversions,E♭ Half-Diminished Seventh Piano Chord,"Find the e♭ half-diminished seventh chord on piano: E♭, G♭, B𝄫, D♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/e-flat-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e♭ half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → E♭ Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-flat-maj7,detail,major7,major7,E♭,E♭ Major Seventh,E♭ Major Seventh Piano Chord (E♭maj7): Notes & Inversions,E♭ Major Seventh Piano Chord,"Find the e♭ major seventh chord on piano: E♭, G, B♭, D. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/e-flat-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e♭ major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → E♭ Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-m7,detail,minor7,minor7,E,E Minor Seventh,E Minor Seventh Piano Chord (Em7): Notes & Inversions,E Minor Seventh Piano Chord,"Find the e minor seventh chord on piano: E, G, B, D. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/e-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → E Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-m7-flat5,detail,halfDiminished7,halfDiminished7,E,E Half-Diminished Seventh,E Half-Diminished Seventh Piano Chord (Em7♭5): Notes & Inversions,E Half-Diminished Seventh Piano Chord,"Find the e half-diminished seventh chord on piano: E, G, B♭, D. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/e-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → E Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-maj7,detail,major7,major7,E,E Major Seventh,E Major Seventh Piano Chord (Emaj7): Notes & Inversions,E Major Seventh Piano Chord,"Find the e major seventh chord on piano: E, G♯, B, D♯. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/e-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → E Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-7,detail,dominant7,dominant7,F,F Dominant Seventh,F Dominant Seventh Piano Chord (F7): Notes & Inversions,F Dominant Seventh Piano Chord,"Find the f dominant seventh chord on piano: F, A, C, E♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/f-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → F Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-m7,detail,minor7,minor7,F,F Minor Seventh,F Minor Seventh Piano Chord (Fm7): Notes & Inversions,F Minor Seventh Piano Chord,"Find the f minor seventh chord on piano: F, A♭, C, E♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/f-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → F Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-m7-flat5,detail,halfDiminished7,halfDiminished7,F,F Half-Diminished Seventh,F Half-Diminished Seventh Piano Chord (Fm7♭5): Notes & Inversions,F Half-Diminished Seventh Piano Chord,"Find the f half-diminished seventh chord on piano: F, A♭, C♭, E♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/f-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → F Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-maj7,detail,major7,major7,F,F Major Seventh,F Major Seventh Piano Chord (Fmaj7): Notes & Inversions,F Major Seventh Piano Chord,"Find the f major seventh chord on piano: F, A, C, E. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/f-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → F Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-sharp-7,detail,dominant7,dominant7,F♯,F♯ Dominant Seventh,F♯ Dominant Seventh Piano Chord (F♯7): Notes & Inversions,F♯ Dominant Seventh Piano Chord,"Find the f♯ dominant seventh chord on piano: F♯, A♯, C♯, E. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/f-sharp-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f♯ dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → F♯ Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-sharp-m7,detail,minor7,minor7,F♯,F♯ Minor Seventh,F♯ Minor Seventh Piano Chord (F♯m7): Notes & Inversions,F♯ Minor Seventh Piano Chord,"Find the f♯ minor seventh chord on piano: F♯, A, C♯, E. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/f-sharp-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f♯ minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → F♯ Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-sharp-m7-flat5,detail,halfDiminished7,halfDiminished7,F♯,F♯ Half-Diminished Seventh,F♯ Half-Diminished Seventh Piano Chord (F♯m7♭5): Notes & Inversions,F♯ Half-Diminished Seventh Piano Chord,"Find the f♯ half-diminished seventh chord on piano: F♯, A, C, E. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/f-sharp-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f♯ half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → F♯ Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-sharp-maj7,detail,major7,major7,F♯,F♯ Major Seventh,F♯ Major Seventh Piano Chord (F♯maj7): Notes & Inversions,F♯ Major Seventh Piano Chord,"Find the f♯ major seventh chord on piano: F♯, A♯, C♯, E♯. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/f-sharp-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f♯ major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → F♯ Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/g-7,detail,dominant7,dominant7,G,G Dominant Seventh,G Dominant Seventh Piano Chord (G7): Notes & Inversions,G Dominant Seventh Piano Chord,"Find the g dominant seventh chord on piano: G, B, D, F. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/g-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,g dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → G Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/g-m7,detail,minor7,minor7,G,G Minor Seventh,G Minor Seventh Piano Chord (Gm7): Notes & Inversions,G Minor Seventh Piano Chord,"Find the g minor seventh chord on piano: G, B♭, D, F. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/g-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,g minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → G Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/g-m7-flat5,detail,halfDiminished7,halfDiminished7,G,G Half-Diminished Seventh,G Half-Diminished Seventh Piano Chord (Gm7♭5): Notes & Inversions,G Half-Diminished Seventh Piano Chord,"Find the g half-diminished seventh chord on piano: G, B♭, D♭, F. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/g-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,g half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → G Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/g-maj7,detail,major7,major7,G,G Major Seventh,G Major Seventh Piano Chord (Gmaj7): Notes & Inversions,G Major Seventh Piano Chord,"Find the g major seventh chord on piano: G, B, D, F♯. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/g-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,g major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → G Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-augmented,detail,augmented,augmented,A,A Augmented,A Augmented Piano Chord (Aaug): Notes & Inversions | PianoGrid,A Augmented Piano Chord,"Find the a augmented chord on piano: A, C♯, E♯. See keyboard positions, three inversions, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-augmented,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a augmented chord piano,,NO_DATA,true,true,/chords → Augmented → A Augmented,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-diminished,detail,diminished,diminished,A,A Diminished,A Diminished Piano Chord (Adim): Notes & Inversions | PianoGrid,A Diminished Piano Chord,"Find the a diminished chord on piano: A, C, E♭. See keyboard positions, three inversions, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-diminished,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a diminished chord piano,,NO_DATA,true,true,/chords → Diminished → A Diminished,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-flat-augmented,detail,augmented,augmented,A♭,A♭ Augmented,A♭ Augmented Piano Chord (A♭aug): Notes & Inversions | PianoGrid,A♭ Augmented Piano Chord,"Find the a♭ augmented chord on piano: A♭, C, E. See keyboard positions, three inversions, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-flat-augmented,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a♭ augmented chord piano,,NO_DATA,true,true,/chords → Augmented → A♭ Augmented,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-flat-diminished,detail,diminished,diminished,A♭,A♭ Diminished,A♭ Diminished Piano Chord (A♭dim): Notes & Inversions,A♭ Diminished Piano Chord,"Find the a♭ diminished chord on piano: A♭, C♭, E𝄫. See keyboard positions, three inversions, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-flat-diminished,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a♭ diminished chord piano,,NO_DATA,true,true,/chords → Diminished → A♭ Diminished,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-flat-sus2,detail,sus2,sus2,A♭,A♭ Suspended 2nd,A♭ Suspended 2nd Piano Chord (A♭sus2): Notes & Inversions,A♭ Suspended 2nd Piano Chord,"Find the a♭ suspended 2nd chord on piano: A♭, B♭, E♭. See keyboard positions, three inversions, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-flat-sus2,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a♭ suspended 2nd chord piano,,NO_DATA,true,true,/chords → Sus2 → A♭ Suspended 2nd,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-flat-sus4,detail,sus4,sus4,A♭,A♭ Suspended 4th,A♭ Suspended 4th Piano Chord (A♭sus4): Notes & Inversions,A♭ Suspended 4th Piano Chord,"Find the a♭ suspended 4th chord on piano: A♭, D♭, E♭. See keyboard positions, three inversions, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-flat-sus4,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a♭ suspended 4th chord piano,,NO_DATA,true,true,/chords → Sus4 → A♭ Suspended 4th,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-sus2,detail,sus2,sus2,A,A Suspended 2nd,A Suspended 2nd Piano Chord (Asus2): Notes & Inversions,A Suspended 2nd Piano Chord,"Find the a suspended 2nd chord on piano: A, B, E. See keyboard positions, three inversions, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-sus2,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a suspended 2nd chord piano,,NO_DATA,true,true,/chords → Sus2 → A Suspended 2nd,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
